unit,nationalsecurity,healthcare,education,jobs,crime,immigration,drugaddiction,socialsecurity,terrorism,environment,ranking,treat,issue,quotecondition,issuecondition,pid,ideo,gender,age,race
1065,NA,NA,NA,1,3,NA,NA,NA,NA,NA,---13-----,0,Crime,No quote,No issue,Weak Republican,Conservative,Male,25-34,White/Caucasian
1066,NA,NA,3,NA,1,NA,NA,NA,NA,NA,--3-1-----,2,Education,We win,No issue,Strong Republican,Conservative,Male,25-34,White/Caucasian
1067,NA,1,NA,3,NA,NA,NA,NA,NA,NA,-1-3------,1,Jobs,They lose,No issue,Independent,Moderate,Male,35-44,White/Caucasian
1068,NA,1,NA,NA,NA,NA,NA,NA,NA,3,-1-------3,3,Health care,No quote,Top issue,Independent,Moderate,Female,55-64,White/Caucasian
1069,NA,3,NA,1,NA,NA,NA,NA,NA,NA,-3-1------,7,Health care,They lose,3rd issue,Lean Democrat,Liberal,Female,25-34,White/Caucasian
1070,NA,NA,NA,NA,NA,3,NA,1,NA,NA,-----3-1--,2,Immigration,We win,No issue,Lean Democrat,Moderate,Male,55-64,White/Caucasian
1071,NA,NA,NA,NA,NA,NA,NA,NA,3,1,--------31,7,Terrorism,They lose,3rd issue,Lean Democrat,Moderate,Female,35-44,White/Caucasian
1072,NA,NA,NA,1,NA,NA,NA,NA,NA,3,---1-----3,8,Environment,We win,3rd issue,Weak Republican,Not Sure,Female,45-54,White/Caucasian
1073,NA,3,NA,1,NA,NA,NA,NA,NA,NA,-3-1------,6,Health care,No quote,3rd issue,Lean Democrat,Not Sure,Male,18-24,African American
1074,NA,NA,NA,NA,3,1,NA,NA,NA,NA,----31----,3,Immigration,No quote,Top issue,Strong Republican,Conservative,Female,18-24,White/Caucasian
1075,NA,NA,3,NA,NA,NA,NA,1,NA,NA,--3----1--,5,Social security,We win,Top issue,Strong Republican,Very Conservative,Male,35-44,White/Caucasian
1076,NA,NA,3,1,NA,NA,NA,NA,NA,NA,--31------,4,Jobs,They lose,Top issue,Weak Republican,Conservative,Male,35-44,White/Caucasian
1077,NA,1,NA,NA,NA,NA,3,NA,NA,NA,-1----3---,7,Drug addiction,They lose,3rd issue,Lean Democrat,Liberal,Female,35-44,White/Caucasian
1078,NA,NA,3,1,NA,NA,NA,NA,NA,NA,--31------,7,Education,They lose,3rd issue,Not sure,Moderate,Female,18-24,Asian
1079,NA,NA,NA,3,NA,NA,NA,NA,NA,1,---3-----1,2,Jobs,We win,No issue,Lean Democrat,Liberal,Female,18-24,African American
1080,NA,NA,NA,NA,NA,NA,NA,1,NA,3,-------1-3,4,Social security,They lose,Top issue,Strong Democrat,Liberal,Female,65 or over,White/Caucasian
1081,NA,1,NA,NA,NA,NA,NA,NA,NA,3,-1-------3,4,Health care,They lose,Top issue,Weak Republican,Moderate,Male,55-64,White/Caucasian
1082,NA,1,NA,3,NA,NA,NA,NA,NA,NA,-1-3------,4,Health care,They lose,Top issue,Strong Democrat,Liberal,Male,55-64,African American
1083,NA,NA,NA,1,NA,NA,NA,3,NA,NA,---1---3--,8,Social security,We win,3rd issue,Independent,Moderate,Male,65 or over,White/Caucasian
1084,NA,NA,NA,3,NA,NA,NA,1,NA,NA,---3---1--,7,Jobs,They lose,3rd issue,Lean Democrat,Conservative,Female,45-54,White/Caucasian
1085,NA,NA,NA,NA,NA,NA,NA,1,NA,3,-------1-3,4,Social security,They lose,Top issue,Lean Democrat,Liberal,Female,65 or over,White/Caucasian
1086,1,NA,NA,3,NA,NA,NA,NA,NA,NA,1--3------,3,National security,No quote,Top issue,Independent,Very Liberal,Male,25-34,White/Caucasian
1087,NA,NA,NA,NA,1,NA,NA,NA,3,NA,----1---3-,4,Crime,They lose,Top issue,Not sure,Moderate,Male,25-34,White/Caucasian
1088,NA,NA,NA,1,3,NA,NA,NA,NA,NA,---13-----,7,Crime,They lose,3rd issue,Weak Republican,Conservative,Female,18-24,White/Caucasian
1089,NA,1,NA,NA,NA,NA,3,NA,NA,NA,-1----3---,0,Health care,No quote,No issue,Strong Democrat,Moderate,Male,65 or over,Hispanic
1090,NA,1,NA,3,NA,NA,NA,NA,NA,NA,-1-3------,0,Health care,No quote,No issue,Strong Democrat,Very Liberal,Male,45-54,Asian
1091,NA,NA,NA,NA,NA,NA,NA,1,3,NA,-------13-,6,Terrorism,No quote,3rd issue,Independent,Moderate,Female,65 or over,White/Caucasian
1092,NA,NA,NA,3,NA,1,NA,NA,NA,NA,---3-1----,8,Jobs,We win,3rd issue,Lean Democrat,Moderate,Female,25-34,Asian
1093,NA,NA,NA,1,NA,NA,3,NA,NA,NA,---1--3---,5,Jobs,We win,Top issue,Independent,Very Liberal,Male,35-44,White/Caucasian
1094,NA,3,NA,1,NA,NA,NA,NA,NA,NA,-3-1------,5,Jobs,We win,Top issue,Lean Democrat,Moderate,Male,18-24,Other
1095,1,3,NA,NA,NA,NA,NA,NA,NA,NA,13--------,8,Health care,We win,3rd issue,Independent,Conservative,Male,65 or over,White/Caucasian
1096,NA,NA,NA,1,3,NA,NA,NA,NA,NA,---13-----,1,Jobs,They lose,No issue,Strong Republican,Conservative,Female,25-34,White/Caucasian
1097,NA,1,NA,NA,3,NA,NA,NA,NA,NA,-1--3-----,1,Crime,They lose,No issue,Strong Republican,Conservative,Female,45-54,White/Caucasian
1098,1,NA,NA,3,NA,NA,NA,NA,NA,NA,1--3------,2,National security,We win,No issue,Independent,Very Conservative,Male,45-54,White/Caucasian
1099,NA,NA,NA,NA,NA,NA,NA,1,NA,3,-------1-3,2,Social security,We win,No issue,Lean Democrat,Conservative,Male,65 or over,White/Caucasian
1100,1,NA,NA,NA,NA,NA,NA,3,NA,NA,1------3--,4,National security,They lose,Top issue,Strong Republican,Moderate,Female,55-64,White/Caucasian
1101,1,NA,NA,NA,NA,3,NA,NA,NA,NA,1----3----,8,Immigration,We win,3rd issue,Lean Republican,Very Conservative,Male,18-24,White/Caucasian
1102,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1---3-----,7,Crime,They lose,3rd issue,Not sure,Conservative,Female,65 or over,African American
1103,NA,NA,NA,1,NA,NA,NA,NA,3,NA,---1----3-,8,Terrorism,We win,3rd issue,Not sure,Not Sure,Female,25-34,Native American
1104,NA,NA,1,3,NA,NA,NA,NA,NA,NA,--13------,7,Jobs,They lose,3rd issue,Lean Democrat,Moderate,Female,45-54,White/Caucasian
1105,NA,3,NA,1,NA,NA,NA,NA,NA,NA,-3-1------,4,Jobs,They lose,Top issue,Independent,Moderate,Female,35-44,Other
1106,NA,NA,NA,1,NA,NA,NA,NA,NA,3,---1-----3,1,Environment,They lose,No issue,Lean Republican,Conservative,Female,35-44,White/Caucasian
1107,1,NA,NA,3,NA,NA,NA,NA,NA,NA,1--3------,4,National security,They lose,Top issue,Lean Democrat,Liberal,Female,25-34,Other
1108,NA,NA,NA,NA,NA,NA,NA,1,3,NA,-------13-,0,Terrorism,No quote,No issue,Independent,Moderate,Female,65 or over,White/Caucasian
1109,3,NA,NA,1,NA,NA,NA,NA,NA,NA,3--1------,5,Jobs,We win,Top issue,Strong Republican,Very Conservative,Female,18-24,White/Caucasian
1110,3,NA,NA,NA,NA,NA,NA,NA,1,NA,3-------1-,7,National security,They lose,3rd issue,Weak Democrat,Not Sure,Female,55-64,White/Caucasian
1111,NA,3,NA,NA,1,NA,NA,NA,NA,NA,-3--1-----,4,Crime,They lose,Top issue,Strong Democrat,Very Liberal,Female,18-24,African American
1112,1,NA,NA,NA,NA,3,NA,NA,NA,NA,1----3----,8,Immigration,We win,3rd issue,Strong Republican,Conservative,Female,45-54,White/Caucasian
1113,NA,1,NA,NA,NA,NA,NA,3,NA,NA,-1-----3--,6,Social security,No quote,3rd issue,Strong Republican,Conservative,Male,65 or over,White/Caucasian
1114,NA,1,NA,NA,NA,NA,NA,NA,NA,3,-1-------3,8,Environment,We win,3rd issue,Weak Democrat,Moderate,Female,18-24,White/Caucasian
1115,NA,NA,NA,NA,NA,3,NA,1,NA,NA,-----3-1--,2,Social security,We win,No issue,Lean Republican,Liberal,Male,65 or over,Asian
1116,NA,NA,NA,1,NA,3,NA,NA,NA,NA,---1-3----,8,Immigration,We win,3rd issue,Lean Republican,Conservative,Female,25-34,White/Caucasian
1117,NA,NA,NA,NA,NA,1,NA,NA,3,NA,-----1--3-,0,Terrorism,No quote,No issue,Independent,Moderate,Female,55-64,White/Caucasian
1118,NA,NA,NA,1,NA,NA,NA,NA,3,NA,---1----3-,7,Terrorism,They lose,3rd issue,Lean Democrat,Moderate,Female,18-24,African American
1119,1,3,NA,NA,NA,NA,NA,NA,NA,NA,13--------,2,Health care,We win,No issue,Strong Republican,Conservative,Female,25-34,White/Caucasian
1120,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1---3-----,8,Crime,We win,3rd issue,Lean Republican,Moderate,Female,65 or over,White/Caucasian
1121,NA,NA,NA,NA,NA,NA,NA,3,1,NA,-------31-,3,Terrorism,No quote,Top issue,Strong Democrat,Moderate,Female,65 or over,White/Caucasian
1122,NA,NA,NA,NA,NA,NA,NA,1,3,NA,-------13-,5,Social security,We win,Top issue,Strong Democrat,Very Conservative,Male,65 or over,White/Caucasian
1123,NA,NA,NA,NA,NA,3,NA,NA,NA,1,-----3---1,2,Environment,We win,No issue,Lean Republican,Very Conservative,Male,18-24,White/Caucasian
1124,NA,NA,NA,NA,NA,3,NA,1,NA,NA,-----3-1--,0,Immigration,No quote,No issue,Independent,Moderate,Male,55-64,White/Caucasian
1125,1,NA,NA,NA,NA,NA,3,NA,NA,NA,1-----3---,7,Drug addiction,They lose,3rd issue,Independent,Moderate,Female,65 or over,White/Caucasian
1126,NA,NA,3,1,NA,NA,NA,NA,NA,NA,--31------,0,Education,No quote,No issue,Strong Democrat,Moderate,Female,35-44,African American
1127,NA,NA,NA,1,NA,3,NA,NA,NA,NA,---1-3----,8,Immigration,We win,3rd issue,Strong Republican,Conservative,Male,45-54,White/Caucasian
1128,NA,3,NA,1,NA,NA,NA,NA,NA,NA,-3-1------,5,Jobs,We win,Top issue,Independent,Conservative,Male,45-54,White/Caucasian
1129,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1---3-----,4,National security,They lose,Top issue,Weak Republican,Conservative,Female,35-44,White/Caucasian
1130,3,NA,NA,NA,NA,NA,NA,1,NA,NA,3------1--,6,National security,No quote,3rd issue,Strong Democrat,Moderate,Female,55-64,White/Caucasian
1131,3,NA,NA,NA,NA,NA,NA,NA,NA,1,3--------1,3,Environment,No quote,Top issue,Lean Democrat,Liberal,Female,65 or over,White/Caucasian
1132,1,3,NA,NA,NA,NA,NA,NA,NA,NA,13--------,1,Health care,They lose,No issue,Strong Republican,Conservative,Female,65 or over,White/Caucasian
1133,NA,NA,NA,NA,NA,NA,NA,1,NA,3,-------1-3,0,Environment,No quote,No issue,Independent,Moderate,Male,55-64,White/Caucasian
1134,NA,1,NA,NA,NA,NA,NA,NA,NA,3,-1-------3,8,Environment,We win,3rd issue,Weak Democrat,Conservative,Female,45-54,White/Caucasian
1135,NA,NA,NA,3,NA,1,NA,NA,NA,NA,---3-1----,2,Immigration,We win,No issue,Strong Democrat,Very Liberal,Male,65 or over,White/Caucasian
1136,NA,1,3,NA,NA,NA,NA,NA,NA,NA,-13-------,8,Education,We win,3rd issue,Strong Democrat,Very Liberal,Female,25-34,White/Caucasian
1137,3,NA,1,NA,NA,NA,NA,NA,NA,NA,3-1-------,0,Education,No quote,No issue,Independent,Liberal,Female,18-24,White/Caucasian
1138,NA,1,NA,NA,NA,NA,3,NA,NA,NA,-1----3---,8,Drug addiction,We win,3rd issue,Strong Democrat,Liberal,Female,25-34,Asian
1139,3,NA,NA,NA,NA,NA,NA,1,NA,NA,3------1--,2,Social security,We win,No issue,Strong Democrat,Liberal,Female,65 or over,White/Caucasian
1140,1,NA,3,NA,NA,NA,NA,NA,NA,NA,1-3-------,8,Education,We win,3rd issue,Weak Republican,Conservative,Male,45-54,White/Caucasian
1141,NA,NA,3,1,NA,NA,NA,NA,NA,NA,--31------,6,Education,No quote,3rd issue,Independent,Not Sure,Female,25-34,African American
1142,NA,NA,NA,NA,NA,NA,NA,1,NA,3,-------1-3,6,Environment,No quote,3rd issue,Lean Republican,Liberal,Female,55-64,White/Caucasian
1143,NA,NA,NA,NA,NA,NA,NA,3,NA,1,-------3-1,4,Environment,They lose,Top issue,Strong Democrat,Liberal,Female,65 or over,White/Caucasian
1144,NA,1,NA,NA,3,NA,NA,NA,NA,NA,-1--3-----,1,Crime,They lose,No issue,Not sure,Not Sure,Female,25-34,White/Caucasian
1145,3,NA,NA,NA,NA,1,NA,NA,NA,NA,3----1----,6,National security,No quote,3rd issue,Independent,Moderate,Male,25-34,Hispanic
1146,NA,1,3,NA,NA,NA,NA,NA,NA,NA,-13-------,6,Education,No quote,3rd issue,Independent,Moderate,Male,45-54,Asian
1147,NA,NA,NA,1,NA,3,NA,NA,NA,NA,---1-3----,5,Jobs,We win,Top issue,Independent,Conservative,Female,35-44,Asian
1148,NA,3,1,NA,NA,NA,NA,NA,NA,NA,-31-------,6,Health care,No quote,3rd issue,Lean Democrat,Moderate,Female,18-24,African American
1149,NA,NA,1,NA,NA,NA,NA,NA,NA,3,--1------3,6,Environment,No quote,3rd issue,Lean Democrat,Moderate,Female,18-24,White/Caucasian
1150,1,NA,NA,NA,NA,NA,NA,3,NA,NA,1------3--,6,Social security,No quote,3rd issue,Independent,Moderate,Female,45-54,White/Caucasian
1151,NA,NA,1,3,NA,NA,NA,NA,NA,NA,--13------,1,Education,They lose,No issue,Lean Democrat,Liberal,Female,45-54,Asian
1152,NA,NA,NA,3,NA,NA,NA,NA,1,NA,---3----1-,2,Jobs,We win,No issue,Strong Republican,Moderate,Male,25-34,Hispanic
1153,NA,3,NA,NA,NA,NA,1,NA,NA,NA,-3----1---,5,Drug addiction,We win,Top issue,Strong Democrat,Very Liberal,Female,65 or over,White/Caucasian
1154,1,NA,NA,NA,NA,3,NA,NA,NA,NA,1----3----,0,Immigration,No quote,No issue,Strong Republican,Moderate,Male,18-24,White/Caucasian
1155,1,3,NA,NA,NA,NA,NA,NA,NA,NA,13--------,0,National security,No quote,No issue,Strong Republican,Conservative,Female,25-34,White/Caucasian
1156,NA,NA,NA,NA,3,1,NA,NA,NA,NA,----31----,6,Crime,No quote,3rd issue,Independent,Moderate,Female,65 or over,White/Caucasian
1157,NA,NA,NA,3,NA,1,NA,NA,NA,NA,---3-1----,1,Immigration,They lose,No issue,Independent,Conservative,Male,55-64,White/Caucasian
1158,NA,1,NA,NA,NA,NA,NA,NA,NA,3,-1-------3,8,Environment,We win,3rd issue,Strong Democrat,Liberal,Female,45-54,Asian
1159,NA,NA,3,1,NA,NA,NA,NA,NA,NA,--31------,4,Jobs,They lose,Top issue,Independent,Not Sure,Female,45-54,White/Caucasian
1160,NA,NA,1,NA,NA,NA,NA,NA,3,NA,--1-----3-,3,Education,No quote,Top issue,Strong Democrat,Liberal,Female,45-54,White/Caucasian
1161,NA,NA,NA,NA,NA,NA,3,1,NA,NA,------31--,1,Drug addiction,They lose,No issue,Not sure,Liberal,Female,65 or over,White/Caucasian
1162,NA,1,NA,3,NA,NA,NA,NA,NA,NA,-1-3------,2,Jobs,We win,No issue,Not sure,Not Sure,Female,25-34,White/Caucasian
1163,NA,3,NA,1,NA,NA,NA,NA,NA,NA,-3-1------,6,Health care,No quote,3rd issue,Weak Democrat,Liberal,Female,18-24,Hispanic
1164,NA,NA,1,NA,3,NA,NA,NA,NA,NA,--1-3-----,4,Education,They lose,Top issue,Independent,Liberal,Female,18-24,White/Caucasian
1165,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1---3-----,0,Crime,No quote,No issue,Strong Republican,Very Conservative,Male,65 or over,White/Caucasian
1166,1,NA,NA,NA,NA,NA,NA,3,NA,NA,1------3--,1,National security,They lose,No issue,Independent,Moderate,Male,25-34,White/Caucasian
1167,NA,NA,1,NA,NA,NA,3,NA,NA,NA,--1---3---,5,Education,We win,Top issue,Not sure,Not Sure,Female,25-34,Hispanic
1168,NA,1,NA,NA,NA,NA,NA,NA,NA,3,-1-------3,1,Health care,They lose,No issue,Independent,Moderate,Male,55-64,White/Caucasian
1169,NA,NA,NA,NA,NA,3,1,NA,NA,NA,-----31---,0,Drug addiction,No quote,No issue,Strong Democrat,Very Liberal,Female,18-24,White/Caucasian
1170,NA,3,1,NA,NA,NA,NA,NA,NA,NA,-31-------,4,Education,They lose,Top issue,Independent,Not Sure,Female,35-44,White/Caucasian
1171,NA,3,1,NA,NA,NA,NA,NA,NA,NA,-31-------,6,Health care,No quote,3rd issue,Independent,Very Liberal,Female,18-24,White/Caucasian
1172,NA,NA,NA,NA,NA,NA,NA,1,NA,3,-------1-3,1,Social security,They lose,No issue,Weak Democrat,Moderate,Male,55-64,White/Caucasian
1173,3,1,NA,NA,NA,NA,NA,NA,NA,NA,31--------,7,National security,They lose,3rd issue,Lean Democrat,Liberal,Female,35-44,African American
1174,NA,1,3,NA,NA,NA,NA,NA,NA,NA,-13-------,7,Education,They lose,3rd issue,Strong Democrat,Liberal,Female,55-64,White/Caucasian
1175,3,NA,NA,NA,NA,NA,1,NA,NA,NA,3-----1---,8,National security,We win,3rd issue,Weak Republican,Moderate,Male,35-44,Hispanic
1176,NA,NA,NA,NA,NA,NA,NA,1,3,NA,-------13-,2,Social security,We win,No issue,Strong Democrat,Moderate,Female,65 or over,White/Caucasian
1177,NA,NA,NA,NA,NA,NA,3,1,NA,NA,------31--,5,Social security,We win,Top issue,Strong Democrat,Very Liberal,Male,65 or over,White/Caucasian
1178,NA,NA,NA,1,NA,NA,NA,NA,NA,3,---1-----3,8,Environment,We win,3rd issue,Not sure,Not Sure,Male,25-34,Hispanic
1179,NA,1,NA,NA,NA,NA,NA,NA,NA,3,-1-------3,5,Health care,We win,Top issue,Strong Democrat,Very Liberal,Male,45-54,African American
1180,NA,1,NA,NA,NA,NA,NA,NA,NA,3,-1-------3,8,Environment,We win,3rd issue,Independent,Liberal,Female,35-44,Native American
1181,NA,3,NA,1,NA,NA,NA,NA,NA,NA,-3-1------,7,Health care,They lose,3rd issue,Independent,Moderate,Female,18-24,White/Caucasian
1182,NA,1,NA,NA,NA,NA,NA,NA,NA,3,-1-------3,1,Environment,They lose,No issue,Strong Democrat,Very Liberal,Male,55-64,White/Caucasian
1183,1,NA,NA,3,NA,NA,NA,NA,NA,NA,1--3------,5,National security,We win,Top issue,Strong Democrat,Very Liberal,Male,25-34,Hispanic
1184,NA,1,NA,NA,NA,3,NA,NA,NA,NA,-1---3----,7,Immigration,They lose,3rd issue,Weak Democrat,Conservative,Male,65 or over,White/Caucasian
1185,NA,NA,NA,NA,1,NA,3,NA,NA,NA,----1-3---,0,Drug addiction,No quote,No issue,Strong Democrat,Liberal,Male,25-34,White/Caucasian
1186,NA,NA,NA,NA,1,NA,3,NA,NA,NA,----1-3---,4,Crime,They lose,Top issue,Not sure,Not Sure,Female,45-54,White/Caucasian
1187,NA,NA,NA,NA,NA,NA,NA,3,NA,1,-------3-1,3,Environment,No quote,Top issue,Strong Republican,Conservative,Female,45-54,White/Caucasian
1188,NA,3,NA,1,NA,NA,NA,NA,NA,NA,-3-1------,3,Jobs,No quote,Top issue,Strong Republican,Conservative,Female,55-64,White/Caucasian
1189,1,NA,NA,NA,NA,NA,NA,3,NA,NA,1------3--,4,National security,They lose,Top issue,Independent,Moderate,Female,35-44,Other
1190,NA,1,3,NA,NA,NA,NA,NA,NA,NA,-13-------,7,Education,They lose,3rd issue,Strong Democrat,Moderate,Male,35-44,African American
1191,NA,1,NA,NA,NA,NA,NA,3,NA,NA,-1-----3--,5,Health care,We win,Top issue,Lean Democrat,Conservative,Female,25-34,White/Caucasian
1192,NA,NA,3,1,NA,NA,NA,NA,NA,NA,--31------,0,Jobs,No quote,No issue,Strong Democrat,Moderate,Female,25-34,African American
1193,1,NA,NA,NA,NA,NA,NA,3,NA,NA,1------3--,6,Social security,No quote,3rd issue,Strong Democrat,Very Conservative,Female,35-44,African American
1194,NA,NA,NA,1,NA,NA,NA,NA,3,NA,---1----3-,0,Terrorism,No quote,No issue,Weak Democrat,Liberal,Female,55-64,Native American
1195,NA,1,NA,NA,NA,3,NA,NA,NA,NA,-1---3----,2,Immigration,We win,No issue,Weak Democrat,Very Liberal,Female,18-24,African American
1196,NA,NA,NA,1,NA,3,NA,NA,NA,NA,---1-3----,5,Jobs,We win,Top issue,Strong Republican,Conservative,Female,45-54,White/Caucasian
1197,NA,3,NA,NA,1,NA,NA,NA,NA,NA,-3--1-----,4,Crime,They lose,Top issue,Not sure,Liberal,Female,35-44,Native American
1198,NA,NA,1,NA,NA,NA,NA,3,NA,NA,--1----3--,1,Education,They lose,No issue,Lean Democrat,Moderate,Female,45-54,African American
1199,NA,1,3,NA,NA,NA,NA,NA,NA,NA,-13-------,6,Education,No quote,3rd issue,Independent,Moderate,Female,65 or over,White/Caucasian
1200,NA,1,NA,NA,NA,NA,NA,NA,NA,3,-1-------3,5,Health care,We win,Top issue,Weak Democrat,Conservative,Female,65 or over,White/Caucasian
1201,NA,NA,NA,NA,NA,NA,NA,1,NA,3,-------1-3,6,Environment,No quote,3rd issue,Weak Republican,Moderate,Male,25-34,White/Caucasian
1202,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1--------3,5,National security,We win,Top issue,Independent,Moderate,Female,65 or over,White/Caucasian
1203,NA,NA,3,NA,NA,NA,NA,NA,NA,1,--3------1,2,Environment,We win,No issue,Strong Republican,Very Liberal,Male,35-44,White/Caucasian
1204,NA,1,3,NA,NA,NA,NA,NA,NA,NA,-13-------,2,Education,We win,No issue,Strong Democrat,Liberal,Female,65 or over,White/Caucasian
1205,1,NA,3,NA,NA,NA,NA,NA,NA,NA,1-3-------,1,National security,They lose,No issue,Independent,Conservative,Female,45-54,White/Caucasian
1206,NA,NA,NA,1,NA,3,NA,NA,NA,NA,---1-3----,0,Immigration,No quote,No issue,Independent,Liberal,Female,45-54,White/Caucasian
1207,NA,NA,1,3,NA,NA,NA,NA,NA,NA,--13------,0,Education,No quote,No issue,Weak Republican,Conservative,Female,18-24,White/Caucasian
1208,1,NA,3,NA,NA,NA,NA,NA,NA,NA,1-3-------,4,National security,They lose,Top issue,Independent,Moderate,Female,35-44,White/Caucasian
1209,NA,NA,NA,NA,1,NA,3,NA,NA,NA,----1-3---,2,Drug addiction,We win,No issue,Not sure,Moderate,Female,25-34,Asian
1210,NA,1,NA,NA,3,NA,NA,NA,NA,NA,-1--3-----,6,Crime,No quote,3rd issue,Lean Democrat,Moderate,Male,18-24,White/Caucasian
1211,NA,NA,NA,1,NA,NA,NA,3,NA,NA,---1---3--,5,Jobs,We win,Top issue,Strong Republican,Conservative,Female,35-44,White/Caucasian
1212,NA,NA,NA,1,3,NA,NA,NA,NA,NA,---13-----,2,Jobs,We win,No issue,Not sure,Moderate,Female,25-34,Asian
1213,NA,3,NA,NA,NA,1,NA,NA,NA,NA,-3---1----,7,Health care,They lose,3rd issue,Strong Republican,Very Conservative,Male,55-64,White/Caucasian
1214,NA,1,NA,3,NA,NA,NA,NA,NA,NA,-1-3------,7,Jobs,They lose,3rd issue,Weak Republican,Moderate,Female,65 or over,White/Caucasian
1215,3,NA,NA,NA,NA,1,NA,NA,NA,NA,3----1----,1,Immigration,They lose,No issue,Strong Republican,Conservative,Female,45-54,White/Caucasian
1216,NA,NA,NA,1,NA,NA,NA,3,NA,NA,---1---3--,6,Social security,No quote,3rd issue,Not sure,Moderate,Female,35-44,Asian
1217,NA,3,NA,1,NA,NA,NA,NA,NA,NA,-3-1------,0,Health care,No quote,No issue,Lean Democrat,Moderate,Female,55-64,African American
1218,NA,NA,1,NA,NA,NA,NA,NA,NA,3,--1------3,4,Education,They lose,Top issue,Not sure,Moderate,Female,25-34,Asian
1219,NA,1,3,NA,NA,NA,NA,NA,NA,NA,-13-------,3,Health care,No quote,Top issue,Strong Republican,Moderate,Male,35-44,Asian
1220,3,NA,NA,NA,NA,1,NA,NA,NA,NA,3----1----,0,Immigration,No quote,No issue,Weak Democrat,Moderate,Female,35-44,White/Caucasian
1221,NA,NA,3,1,NA,NA,NA,NA,NA,NA,--31------,8,Education,We win,3rd issue,Independent,Very Conservative,Female,25-34,Asian
1222,NA,NA,NA,NA,NA,NA,NA,1,3,NA,-------13-,0,Terrorism,No quote,No issue,Independent,Conservative,Female,55-64,White/Caucasian
1223,1,NA,NA,NA,NA,NA,3,NA,NA,NA,1-----3---,0,National security,No quote,No issue,Lean Democrat,Conservative,Female,65 or over,White/Caucasian
1224,NA,1,NA,NA,NA,NA,NA,NA,3,NA,-1------3-,3,Health care,No quote,Top issue,Weak Republican,Moderate,Female,65 or over,White/Caucasian
1225,NA,NA,NA,NA,NA,NA,NA,1,3,NA,-------13-,4,Social security,They lose,Top issue,Strong Republican,Very Conservative,Male,65 or over,White/Caucasian
1226,NA,3,NA,NA,NA,NA,NA,1,NA,NA,-3-----1--,3,Social security,No quote,Top issue,Strong Democrat,Very Liberal,Male,35-44,White/Caucasian
1227,NA,3,NA,NA,NA,NA,NA,NA,NA,1,-3-------1,1,Health care,They lose,No issue,Weak Democrat,Moderate,Female,55-64,White/Caucasian
1228,1,3,NA,NA,NA,NA,NA,NA,NA,NA,13--------,7,Health care,They lose,3rd issue,Lean Republican,Moderate,Female,35-44,White/Caucasian
1229,NA,NA,NA,NA,3,NA,NA,NA,NA,1,----3----1,7,Crime,They lose,3rd issue,Strong Republican,Very Conservative,Male,18-24,White/Caucasian
1230,NA,3,NA,NA,NA,NA,NA,NA,NA,1,-3-------1,2,Health care,We win,No issue,Strong Democrat,Very Liberal,Female,18-24,White/Caucasian
1231,NA,1,NA,NA,NA,NA,NA,NA,NA,3,-1-------3,0,Environment,No quote,No issue,Strong Democrat,Very Liberal,Female,45-54,White/Caucasian
1232,NA,3,NA,NA,NA,NA,NA,1,NA,NA,-3-----1--,3,Social security,No quote,Top issue,Strong Democrat,Liberal,Male,65 or over,White/Caucasian
